languagename,soucelanguagename,isocode,genus,family,latitude,leafletlatitude,longitude,leafletlongitude,orderofdemnuman,table3,table4,table5,table6,table7,table8,table9,table10,table13and13b
Shiriana,Shiriana,shb,Yanomam,Yanomam,3d N,3,64d W,-64,,,,,,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,Adj is not verb & NAdj & NumN
Pech,Pech,pay,Paya,Chibchan,15d N,15,86d W,-86,,,,,Lg lacks numeral classifiers & Adj closer to noun than Num,,,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Rama,Rama,rma,Rama,Chibchan,12d N,12,84d W,-84,,,,,,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & NAdj & NNum
Bribri,Bribri,bzd,Talamanca,Chibchan,10d N,10,83d W,-83,N-A-Num-Dem,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,Lg has numeral classifiers & Num closer to noun than Dem,Lg has numeral classifiers & Adj closer to noun than Num,Adj is not verb & NAdj,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & NAdj & NNum
Teribe,Teribe,tfr,Talamanca,Chibchan,9d20 N,9.33333333333333,82d40 W,-82.6666666666667,,,Adj is not verb & Adj closer to noun than Dem,Lg has numeral classifiers & Num closer to noun than Dem,,Adj is not verb & NAdj,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Boruca,Boruca,brn,Talamanca,Chibchan,8d50 N,8.83333333333333,83d15 W,-83.25,Dem-Num-N-A,,,Lg lacks numeral classifiers & Num closer to noun than Dem,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Ngäbere,Ng�bere,gym,Guaymiic,Chibchan,8d N,8,81d W,-81,N-A-Num-Dem,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,Lg has numeral classifiers & Num closer to noun than Dem,Lg has numeral classifiers & Adj closer to noun than Num,Adj is not verb & NAdj,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Buglere,Buglere,sab,Guaymiic,Chibchan,8d N,8,81d30 W,-81.5,,,,,,Adj is not verb & NAdj,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Ika,Ika,arh,Arhuacic,Chibchan,10d40 N,10.6666666666667,73d45 W,-73.75,,,,,,Adj is not verb & NAdj,,,,
Muisca,Muisca,chb,Chibcha-Duit,Chibchan,5d N,5,74d W,-74,Dem-N-A-Num,Adj is not verb & Adj closer to noun than Num,,,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & NAdj & NNum
Warao,Warao,wba,Warao,Warao,9d N,9,62d W,-62,,,,,,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & NAdj & NNum
Mochica,Mochica,omc,Chim�an,Chim�an,7d30 S,-7.5,79d20 W,-79.3333333333333,,,,,,,Lg has numeral classifiers & Num and Dem occur on different sides of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,,
Allentiac,Allentiac,--,Huarpe,Huarpe,31d S,-31,68d W,-68,,,,,,Adj is not verb & AdjN,,,,Adj is not verb & AdjN & NumN
Pirahã,Pirah�,myp,Mura,Mura,7d S,-7,62d W,-62,,,,,,Adj is not verb & NAdj,,,,
Emberá (Northern),Ember� (Northern),emp,Choco,Choco,7d N,7,77d W,-77,Dem-N-A-Num,Adj is not verb & Adj closer to noun than Num,,,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Epena Pedee,Epena Pedee,sja,Choco,Choco,3d N,3,77d W,-77,,,,,,Adj is not verb & NAdj,,,,Adj is not verb & NAdj & NNum
Páez,P�ez,pbb,P�ezan,P�ezan,2d40 N,2.66666666666667,76d W,-76,Dem-Num-N-A,,,Lg lacks numeral classifiers & Num closer to noun than Dem,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Awa Pit,Awa Pit,kwi,Barbacoan,Barbacoan,1d30 N,1.5,78d15 W,-78.25,Dem-Num-A-N,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & AdjN,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & AdjN & NumN
Chilisso,Chol�n,clh,Hibito-Chol�n,Hibito-Chol�n,8d S,-8,77d30 W,-77.5,,,,,,Adj is not verb & AdjN,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & AdjN & NumN
Urarina,Urarina,ura,Urarina,Urarina,4d30 S,-4.5,75d30 W,-75.5,Dem-Num-N-A,,,Lg lacks numeral classifiers & Num closer to noun than Dem,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Quechua (Huallaga),Quechua (Huallaga),qub,Quechuan,Quechuan,9d30 S,-9.5,75d30 W,-75.5,Dem-Num-A-N,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & AdjN,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & RelN & AdjN,Adj is not verb & AdjN & NumN
Quechua (Imbabura),Quechua (Imbabura),qvi,Quechuan,Quechuan,0d20 N,0.333333333333333,78d W,-78,,,Adj is not verb & Adj closer to noun than Dem,,,Adj is not verb & AdjN,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & RelN & AdjN,Adj is not verb & AdjN & NumN
Aymara (Central),Aymara (Central),ayr,Aymaran,Aymaran,17d S,-17,69d W,-69,,,,,,Adj is not verb & AdjN,,,,Adj is not verb & AdjN & NumN
Aymara (Southern),Aymara (Southern),ayc,Aymaran,Aymaran,17d10 S,-17.1666666666667,70d20 W,-70.3333333333333,,,,,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Jaqaru,Jaqaru,jqr,Aymaran,Aymaran,13d S,-13,76d W,-76,Dem-Num-A-N,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,,,Adj is not verb & AdjN,,,,Adj is not verb & AdjN & NumN
Mapudungun,Mapudungun,arn,Araucanian,Araucanian,38d S,-38,72d W,-72,Dem-Num-A-N,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & AdjN,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & AdjN & NumN
Qawasqar,Qawasqar,alc,Alacalufan,Alacalufan,49d S,-49,75d W,-75,,,,,,Adj is not verb & NAdj,,,,
Puelche,G�n�na K�ne,pue,Puelche,Puelche,41d S,-41,67d W,-67,,,,,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Selknam,Selknam,ona,Chonan,Chonan,54d S,-54,68d30 W,-68.5,Dem-Num-N-A,,,Lg lacks numeral classifiers & Num closer to noun than Dem,,Adj is verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,Adj is verb & NAdj & NumN
Kwaza,Kwaza,xwa,Kwaza,Kwaza,12d35 S,-12.5833333333333,60d40 W,-60.6666666666667,,,,,,Adj is verb & NAdj,,,,
Ticuna,Ticuna,tca,Ticuna,Ticuna,3d S,-3,70d W,-70,,,,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NumN
Nambikuára (Southern),Nambiku�ra (Southern),nab,Nambikuaran,Nambikuaran,13d S,-13,59d W,-59,,,,,,,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,,
Hup,Hup,jup,Nadahup,Nadahup,1d S,-1,67d W,-67,Dem-Num-N-A,,,Lg lacks numeral classifiers & Num closer to noun than Dem,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Dâw,D�w,kwa,Nadahup,Nadahup,0d15 S,-0.25,67d05 W,-67.0833333333333,Dem-Num-N-A,,,,,,,,,
Cacua,Cacua,cbv,Cacua-Nukak,Cacua-Nukak,1d05 N,1.08333333333333,70d W,-70,Dem-Num-N-A,,,,,,,,,
Kotiria,Kotiria,gvc,Tucanoan,Tucanoan,0d50 N,0.833333333333333,69d30 W,-69.5,Dem-Num-N-A,,,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NumN
Barasano,Barasano,bsn,Tucanoan,Tucanoan,0d N,0,70d45 W,-70.75,,,,,,,Lg has numeral classifiers & Num and Dem occur on same side of noun,,,
Cubeo,Cubeo,cub,Tucanoan,Tucanoan,1d20 N,1.33333333333333,70d30 W,-70.5,,,,,,Adj is not verb & AdjN,,,Adjs are not verbs & NRel & AdjN,Adj is not verb & AdjN & NumN
Retuarã,Retuar�,tnc,Tucanoan,Tucanoan,0d30 S,-0.5,70d40 W,-70.6666666666667,Dem-N-Num-A,Adj is not verb & Adj further from noun than Num,,,Lg has numeral classifiers & Adj further from noun than Num,Adj is not verb & NAdj,Lg has numeral classifiers & Num and Dem occur on different sides of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & NAdj & NNum
Siona,Siona,snn,Tucanoan,Tucanoan,0d30 N,0.5,76d W,-76,Dem-Num-A-N,,,,,,,,,
Secoya,Secoya,sey,Tucanoan,Tucanoan,0d20 S,-0.333333333333333,76d W,-76,Dem-Num-A-N,,,,,,,,,
Cayuvava,Cayuvava,cyb,Cayuvava,Cayuvava,13d30 S,-13.5,65d30 W,-65.5,,,,,,Adj is not verb & AdjN,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & AdjN & NumN
Yuracare,Yuracare,yuz,Yurakare,Yurakare,16d35 S,-16.5833333333333,65d15 W,-65.25,,,,Lg lacks numeral classifiers & Num closer to noun than Dem,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,,,
Piaroa,Piaroa,pid,Piaroa,Saliban,5d N,5,67d W,-67,Dem-N-A-Num,,,,,,,,,
Cuica,Cuica,--,Timote-Cuica,Timote-Cuica,9d N,9,70d30 W,-70.5,,,,,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Cofán,Cof�n,con,Cof�n,Cof�n,0d10 N,0.166666666666667,77d10 W,-77.1666666666667,,,,,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Aguaruna,Aguaruna,agr,Jivaroan,Jivaroan,5d15 S,-5.25,78d W,-78,,,,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,
Karitiana,Karitiana,ktn,Arikem,Tupian,9d30 S,-9.5,64d W,-64,,,,,,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NumN
Karo (Brazil),Kar� (Ar�ra),arr,Ramarama,Tupian,10d20 S,-10.3333333333333,62d W,-62,,,,,,Adj is not verb & NAdj,,,,
Juruna,Juruna,jur,Yuruna,Tupian,5d S,-5,54d30 W,-54.5,,,,,,Adj is verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,Adj is verb & NAdj & NumN
Mekens,Mekens,skf,Tupari,Tupian,13d S,-13,62d W,-62,,,,,,Adj is verb & NAdj,,,,
Akuntsu,Akunts�,aqz,Tupari,Tupian,12d50 S,-12.8333333333333,61d W,-61,Dem-Num-N-A,,,Lg lacks numeral classifiers & Num closer to noun than Dem,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Emerillon,�m�rillon,eme,Tupi-Guaran�,Tupian,3d10 N,3.16666666666667,52d25 W,-52.4166666666667,,,,,,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NumN
Kayabí,Kayab�,kyz,Tupi-Guaran�,Tupian,11d S,-11,55d30 W,-55.5,,,,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NumN
Guaraní,Guaran�,gug,Tupi-Guaran�,Tupian,27d S,-27,58d W,-58,Dem-Num-N-A,,,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NumN
Kamayurá,Kamaiur�,kay,Tupi-Guaran�,Tupian,12d05 S,-12.0833333333333,52d35 W,-52.5833333333333,,,,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NumN
Cocama,Cocama,cod,Tupi-Guaran�,Tupian,5d S,-5,75d W,-75,,,,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NumN
Yuqui,Yuqui,yuq,Tupi-Guaran�,Tupian,16d45 S,-16.75,65d W,-65,Dem-N-A-Num,Adj is not verb & Adj closer to noun than Num,,,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is not verb & NAdj & NNum
Kanoê,Kano�,kxo,Kapixana,Kapixana,13d15 S,-13.25,61d W,-61,,,,,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Paumar�,Paumar�,pad,Arauan,Arauan,7d S,-7,65d W,-65,,,,,,,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Kulina,Kulina,cul,Arauan,Arauan,6d S,-6,70d30 W,-70.5,Dem-N-A-Num,Adj is not verb & Adj closer to noun than Num,,,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NNum
Jarawara,Jarawara,jaa,Arauan,Arauan,7d30 S,-7.5,65d30 W,-65.5,,,,,,Adj is not verb & NAdj,,,,
Chipaya,Chipaya,cap,Uru-Chipaya,Uru-Chipaya,18d45 S,-18.75,67d50 W,-67.8333333333333,Dem-Num-A-N,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,Lg lacks numeral classifiers & Num closer to noun than Dem,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is not verb & AdjN,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,Adjs are not verbs & RelN & AdjN,Adj is not verb & AdjN & NumN
Uru,Uru,ure,Uru-Chipaya,Uru-Chipaya,19d S,-19,67d30 W,-67.5,,,,,,Adj is not verb & AdjN,,,,
Yanesha',Yanesha�,ame,Yanesha�,Arawakan,10d30 S,-10.5,75d25 W,-75.4166666666667,,,,,,Adj is not verb & AdjN,,,Adjs are not verbs & NRel & AdjN,
Paresi,Paresi,pab,Central Arawakan,Arawakan,14d S,-14,57d30 W,-57.5,Dem-Num-N-A,,,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NumN
Apurinã,Apurin�,apu,Purus,Arawakan,9d S,-9,67d W,-67,Dem-Num-N-A,,,Lg lacks numeral classifiers & Num closer to noun than Dem,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Campa (Axininca),Campa (Axininca),cpc,Pre-AndineArawakan,Arawakan,11d S,-11,74d W,-74,,,,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,
Nomatsiguenga,Nomatsiguenga,not,Pre-Andine Arawakan,Arawakan,11d40 S,-11.6666666666667,74d30 W,-74.5,,,,,,Adj is verb & AdjN,,,,
Baure,Baure,brg,Bolivia-Parana,Arawakan,13d S,-13,63d W,-63,Dem-Num-N-A,,,Lg has numeral classifiers & Num closer to noun than Dem,,,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on different sides of noun,,
Palikur,Palikur,plu,Eastern Arawakan,Arawakan,3d N,3,51d W,-51,Dem-Num-N-A,,,Lg has numeral classifiers & Num closer to noun than Dem,,Adj is verb & NAdj,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on different sides of noun,,Adj is verb & NAdj & NumN
Resígaro,Res�garo,rgr,Inland Northern Arawakan,Arawakan,1d S,-1,73d W,-73,Dem-Num-A-N,Adj is not verb & Adj closer to noun than Num,Adj is not verb & Adj closer to noun than Dem,,,Adj is not verb & AdjN,,,,Adj is not verb & AdjN & NumN
Achagua,Achagua,aca,Inland Northern Arawakan,Arawakan,8d N,8,70d W,-70,,,,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NumN
Baré,Bar�,bae,Inland Northern Arawakan,Arawakan,0d20 S,-0.333333333333333,64d W,-64,,,,,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,
Tariana,Tariana,tae,Inland Northern Arawakan,Arawakan,1d N,1,69d W,-69,Dem-N-Num-A,,,,Lg has numeral classifiers & Adj further from noun than Num,,Lg has numeral classifiers & Num and Dem occur on different sides of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,,
Goajiro,Goajiro,guc,Caribbean Arawakan,Arawakan,12d N,12,72d W,-72,Num-N-A-Dem,,Adj is verb & Adj closer to noun than Dem,,,Adj is verb & NAdj,,,,Adj is verb & NAdj & NumN
Arawak,Arawak,arw,Caribbean Arawakan,Arawakan,5d30 N,5.5,55d W,-55,Dem-Num-A-N,Adj is verb & Adj closer to noun than Num,Adj is verb & Adj closer to noun than Dem,Lg has numeral classifiers & Num closer to noun than Dem,Lg has numeral classifiers & Adj closer to noun than Num,Adj is verb & AdjN,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on same side of noun,,Adj is verb & AdjN & NumN
Yagua,Yagua,yad,Peba-Yaguan,Peba-Yaguan,3d S,-3,71d W,-71,Dem-Num-N-A,,,Lg has numeral classifiers & Num closer to noun than Dem,,Adj is not verb & NAdj,Lg has numeral classifiers & Num and Dem occur on same side of noun,Lg has numeral classifiers & Num and Adj occur on different sides of noun,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NumN
Huitoto (Minica),Huitoto (Minica),hto,Huitoto,Bora-Huitotoan,1d S,-1,72d30 W,-72.5,,,,,,Adj is verb & AdjN,,,,Adj is verb & AdjN & NumN
Carib,Carib,car,Cariban,Cariban,4d N,4,53d W,-53,,,,,,,Lg lacks numeral classifiers & Num and Dem occur on same side of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,
Carib (De'kwana),Carib (De'kwana),mch,Cariban,Cariban,5d30 N,5.5,65d W,-65,,,,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NumN
Apalaí,Apala�,apy,Cariban,Cariban,8d S,-8,54d W,-54,,,,,,Adj is not verb & NAdj,,,,
Hixkaryana,Hixkaryana,hix,Cariban,Cariban,1d S,-1,59d W,-59,,,,,,Adj is not verb & NAdj,,,Adjs are not verbs & NRel & NAdj,Adj is not verb & NAdj & NumN
Panare,Panare,pbh,Cariban,Cariban,6d30 N,6.5,66d W,-66,Dem-Num-A-N,,,,,,,,,
Akawaio,Akawaio,ake,Cariban,Cariban,6d N,6,59d30 W,-59.5,,,,,,Adj is not verb & AdjN,,,,
Wichí,Wich�,mzh,Matacoan,Matacoan,23d S,-23,63d W,-63,,,,,,Adj is verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on different sides of noun,,Adj is verb & NAdj & NumN
Yaminahua,Yaminahua,yaa,Panoan,Panoan,8d S,-8,73d W,-73,Dem-N-Num-A,,,,,,,,,
Araona,Araona,aro,Tacanan,Tacanan,12d20 S,-12.3333333333333,68d W,-68,Dem-N-A-Num,Adj is verb & Adj closer to noun than Num,,,Lg lacks numeral classifiers & Adj closer to noun than Num,Adj is verb & NAdj,Lg lacks numeral classifiers & Num and Dem occur on different sides of noun,Lg lacks numeral classifiers & Num and Adj occur on same side of noun,,Adj is verb & NAdj & NNum
